ep-09-01-12-012.xml	 Order of business Mr President , ladies and gentlemen , everyone is aware of the situation in Gaza . That we should discuss __it__ here in Parliament is perfectly natural . 	 Ordre de les travaux à le nom de le groupe Verts / ALE . - Monsieur le Président , chers collègues , la situation à Gaza est connue de tous . Que nous en discutions ici à le Parlement est naturel . 	3	11.5	 it 	 empty	 unknown_ref 	nominal_ref
ep-09-01-12-014.xml	 As I enter the last six months of my tenure in this place , I can see that is just what is happening . Worse is better ! It is better from my point of view , because the sooner people realise just how damaging the EU is to their incomes , their livelihoods and food production , then we will be better off out - and that is what I stand for . This report takes no cognisance of hazard or risk ; __it__ can not identify between the two of them . 	 Alors que j' entame le dernier semestre de mon mandat en cette Assemblée , je constate que c' est précisément ce qui se passe ici . Pire , c' est mieux! C' est mieux pour moi , car plus tôt les citoyens réaliseront à quel point l' Union nuit à leurs revenus , à leur gagne-pain et à la production alimentaire , mieux nous nous porterons en dehors de l' UE - ce que je revendique . Le rapport n' a connaissance ni de le danger ni de le risque ; __il__ ne peut faire la différence entre les deux . 	280	342.11	 it 	 il	 nominal_ref 	not_annotated_before
ep-09-01-12-014.xml	 It is better from my point of view , because the sooner people realise just how damaging the EU is to their incomes , their livelihoods and food production , then we will be better off out - and that is what I stand for . This report takes no cognisance of hazard or risk ; it can not identify between the two of them . Let me tell you now . __It__ is icy out there - that is a hazard . 	 C' est mieux pour moi , car plus tôt les citoyens réaliseront à quel point l' Union nuit à leurs revenus , à leur gagne-pain et à la production alimentaire , mieux nous nous porterons en dehors de l' UE - ce que je revendique . Le rapport n' a connaissance ni de le danger ni de le risque ; il ne peut faire la différence entre les deux . Laissez __-moi__ vous expliquer . Il y a de le verglas dehors - c' est un danger . 	281	344.1	 it 	 -moi	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 There is a risk I will fall over when I walk home . You can legislate for neither of them . __It__ will damage food production . It will put farmers out of business . 	 Il y a un risque que je fasse une chute en rentrant chez moi . Vous ne pouvez légiférer sur aucun de ces deux points . Le __rapport__ nuira à la production alimentaire . Il mènera les agriculteurs à la faillite . 	284	347.1	 it 	 rapport	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 There is a risk I will fall over when I walk home . You can legislate for neither of them . It will damage food production . __It__ will put farmers out of business . 	 Il y a un risque que je fasse une chute en rentrant chez moi . Vous ne pouvez légiférer sur aucun de ces deux points . Le __rapport__ nuira à la production alimentaire . Il mènera les agriculteurs à la faillite . 	284	348.1	 it 	 rapport	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 You can legislate for neither of them . It will damage food production . It will put farmers out of business . __It__ will make food prices higher , particularly in the UK . I will be voting against this because worse is better and , when the message gets out , we in Britain will leave the EU . 	 Vous ne pouvez légiférer sur aucun de ces deux points . Le rapport nuira à la production alimentaire . Il mènera les agriculteurs à la faillite . __Il__ fera grimper les prix de les denrées alimentaires , surtout à le Royaume-Uni . Je voterai contre ce rapport parce que pire , c' est mieux et que , quand le message sera passé , nous autres Britanniques quitterons l' UE . 	285	349.1	 it 	 il	 nominal_ref 	not_annotated_before
ep-09-01-12-014.xml	 The compromise that has been reached is , to my mind , a step in the direction of more sustainable farming , and this is desperately needed . Needless to say , pesticides play a key role in preventing diseases and plagues of pests , but chemical pesticides also pollute the environment and can be harmful to health . This is why __it__ is important to narrow the chasm between regular and organic farming in a responsible manner . That is precisely what this legislation does , and it does so mainly via three measures that are important in this regard . 	 Je pense que le compromis qui a été dégagé constitue un pas important en direction d' une agriculture plus durable , et que cette évolution est plus que nécessaire . Naturellement , les pesticides jouent un rôle essentiel pour protéger les cultures contre les maladies et les ravageurs . Cependant , les produits chimiques polluent également notre environnement et peuvent présenter de les risques pour la santé . C' est pourquoi __il__ convient de combler le gouffre qui sépare l' agriculture traditionnelle de l' agriculture biologique , et ce de manière responsable . C' est précisément ce que s' efforce de faire la législation proposée , à le moyen de trois mesures qui revêtent une importance considérable à cet égard . 	289	354.4	 it 	 il	 pleonastic_ref 	not_annotated_before
ep-09-01-12-014.xml	 The compromise that has been reached is , to my mind , a step in the direction of more sustainable farming , and this is desperately needed . Needless to say , pesticides play a key role in preventing diseases and plagues of pests , but chemical pesticides also pollute the environment and can be harmful to health . This is why it is important to narrow the chasm between regular and organic farming in a responsible manner . That is precisely what this legislation does , and __it__ does so mainly via three measures that are important in this regard . 	 Je pense que le compromis qui a été dégagé constitue un pas important en direction d' une agriculture plus durable , et que cette évolution est plus que nécessaire . Naturellement , les pesticides jouent un rôle essentiel pour protéger les cultures contre les maladies et les ravageurs . Cependant , les produits chimiques polluent également notre environnement et peuvent présenter de les risques pour la santé . C' est pourquoi il convient de combler le gouffre __qui__ sépare l' agriculture traditionnelle de l' agriculture biologique , et ce de manière responsable . C' est précisément ce que s' efforce de faire la législation proposée , à le moyen de trois mesures qui revêtent une importance considérable à cet égard . 	289	355.10	 it 	 qui	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 First of all , some of the most dangerous chemical pesticides are being banned . Exceptions are allowed where no alternatives are yet available . The cultivation of tulips is not at risk , therefore , but __it__ would not do it any harm if the level of toxins dropped slightly . 	 Premièrement , certains de les pesticides chimiques les plus dangereux seront interdits . De les exceptions seront toutefois tolérées lorsque aucune alternative n' est disponible . La culture de les tulipes n' est donc pas menacée , mais cela ne lui ferait aucun mal si le niveau de les toxines était légèrement réduit . 	292	358.13	 it 	 empty	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 First of all , some of the most dangerous chemical pesticides are being banned . Exceptions are allowed where no alternatives are yet available . The cultivation of tulips is not at risk , therefore , but it would not do __it__ any harm if the level of toxins dropped slightly . 	 Premièrement , certains de les pesticides chimiques les plus dangereux seront interdits . De les exceptions seront toutefois tolérées lorsque aucune alternative n' est disponible . La culture de les tulipes n' est donc pas menacée , mais __cela__ ne lui ferait aucun mal si le niveau de les toxines était légèrement réduit . 	292	358.17	 it 	 cela	 event_ref 	not_annotated_before
ep-09-01-12-014.xml	 The use of chemical pesticides is being reduced everywhere , but particularly in sensitive areas , such as close to schools . That , too , is important . These are all measures that benefit the environment and public health . If __it__ was up to me , I would have banned the neurotoxic substances at the same time , as these can influence the functioning of the human nervous system and so should not be sprayed on agricultural crops . 	 L' utilisation de pesticides chimiques devra être réduite partout , mais en particulier dans les zones sensibles , comme à proximité de les écoles . Ce point aussi est important . Toutes ces mesures sont bénéfiques pour l' environnement et la santé publique . Si __cela__ ne tenait qu' à moi , j' aurais également interdit les substances neurotoxiques , puisque celles-ci peuvent influencer le fonctionnement de le système nerveux de l' homme et ne devraient donc pas être pulvérisées sur de les cultures agricoles . 	299	367.2	 it 	 cela	 event_ref 	not_annotated_before
ep-09-01-12-014.xml	 These are all measures that benefit the environment and public health . If it was up to me , I would have banned the neurotoxic substances at the same time , as these can influence the functioning of the human nervous system and so should not be sprayed on agricultural crops . - ( FR ) Madam President , the people of Europe should be pleased today with the very sound agreement reached by the Commission , the Council and , of course , our rapporteurs , on this issue of pesticides , and , going by what I have heard in this debate , __it__ has been reached in a climate of very intense and particularly effective lobbying in the United Kingdom and in Ireland . 	 Toutes ces mesures sont bénéfiques pour l' environnement et la santé publique . Si cela ne tenait qu' à moi , j' aurais également interdit les substances neurotoxiques , puisque celles-ci peuvent influencer le fonctionnement de le système nerveux de l' homme et ne devraient donc pas être pulvérisées sur de les cultures agricoles . Madame la Présidente , les citoyens européens doivent se féliciter aujourd'hui de le très bon accord à lequel sont parvenus la Commission , le Conseil et bien entendu nos rapporteures , sur ce dossier de les pesticides et ce , dans un climat , cela a été dit , de lobbying très intense et particulièrement efficace , si j' entends ce débat , en Grande Bretagne et en Irlande . 	300	368.54	 it 	 empty	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 If it was up to me , I would have banned the neurotoxic substances at the same time , as these can influence the functioning of the human nervous system and so should not be sprayed on agricultural crops . - ( FR ) Madam President , the people of Europe should be pleased today with the very sound agreement reached by the Commission , the Council and , of course , our rapporteurs , on this issue of pesticides , and , going by what I have heard in this debate , it has been reached in a climate of very intense and particularly effective lobbying in the United Kingdom and in Ireland . __It__ is a legislative package , then , that reconciles health and the environment with competitiveness and innovation , instead of pitting them against one another , as is all too often the case . 	 Si cela ne tenait qu' à moi , j' aurais également interdit les substances neurotoxiques , puisque celles-ci peuvent influencer le fonctionnement de le système nerveux de l' homme et ne devraient donc pas être pulvérisées sur de les cultures agricoles . Madame la Présidente , les citoyens européens doivent se féliciter aujourd'hui de le très bon accord à lequel sont parvenus la Commission , le Conseil et bien entendu nos rapporteures , sur ce dossier de les pesticides et ce , dans un climat , cela a été dit , de lobbying très intense et particulièrement efficace , si j' entends ce débat , en Grande Bretagne et en Irlande . __Un__ paquet législatif qui concilie donc santé et environnement , compétitivité et innovation , à le lieu de les opposer comme c' est trop souvent le cas . 	301	369.1	 it 	 un	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 - ( FR ) Madam President , the people of Europe should be pleased today with the very sound agreement reached by the Commission , the Council and , of course , our rapporteurs , on this issue of pesticides , and , going by what I have heard in this debate , it has been reached in a climate of very intense and particularly effective lobbying in the United Kingdom and in Ireland . It is a legislative package , then , that reconciles health and the environment with competitiveness and innovation , instead of pitting them against one another , as is all too often the case . __It__ is important to bear in mind that , although the some 800 chemical molecules concerned undeniably play a role in protecting crops against pests , there are many people today who are against exposing populations to avoidable health risks , and I am specifically thinking , of course , of farmers , who are more exposed than others to certain harmful substances , CMRs and endocrine disrupters . 	 Madame la Présidente , les citoyens européens doivent se féliciter aujourd'hui de le très bon accord à lequel sont parvenus la Commission , le Conseil et bien entendu nos rapporteures , sur ce dossier de les pesticides et ce , dans un climat , cela a été dit , de lobbying très intense et particulièrement efficace , si j' entends ce débat , en Grande Bretagne et en Irlande . Un paquet législatif qui concilie donc santé et environnement , compétitivité et innovation , à le lieu de les opposer comme c' est trop souvent le cas . __Il__ faut garder à l' esprit , en effet , que si les quelque 800 molécules chimiques concernées jouent un rôle indéniable de protection de les récoltes contre les nuisibles , nombreuses sont les voix aujourd'hui qui dénoncent l' exposition de populations à de les risques sanitaires évitables et je pense , bien entendu , en particulier à les agriculteurs , plus exposés que d' autres encore à certaines substances nocives , CMR ou perturbateurs endocriniens . 	302	370.1	 it 	 il	 pleonastic_ref 	not_annotated_before
ep-09-01-12-014.xml	 It is important to bear in mind that , although the some 800 chemical molecules concerned undeniably play a role in protecting crops against pests , there are many people today who are against exposing populations to avoidable health risks , and I am specifically thinking , of course , of farmers , who are more exposed than others to certain harmful substances , CMRs and endocrine disrupters . The figures from the WHO are edifying : one million incidences of serious poisoning by pesticides , with some 220 000 deaths each year . __It__ is this philosophy that consists in using chemicals for everything , in causing a cocktail effect and in taking a short - term view of agriculture that is today being called into question . A necessary change of direction is taking place which , tomorrow , if the compromise is of course accepted by our plenary , will formally bring an ambitious , realistic and resolutely modern pesticide policy into the world . 	 Il faut garder à l' esprit , en effet , que si les quelque 800 molécules chimiques concernées jouent un rôle indéniable de protection de les récoltes contre les nuisibles , nombreuses sont les voix aujourd'hui qui dénoncent l' exposition de populations à de les risques sanitaires évitables et je pense , bien entendu , en particulier à les agriculteurs , plus exposés que d' autres encore à certaines substances nocives , CMR ou perturbateurs endocriniens . Les chiffres de l' OMS sont édifiants , un million d' empoisonnements graves par les pesticides avec quelque 220 000 décès chaque année . __C'__ est cette philosophie de le tout chimique , de l' effet cocktail , d' une vision à court terme de l' agriculture qui est aujourd'hui remise en cause , un changement de cap nécessaire qui , demain , si le compromis est bien entendu accepté par notre plénière , portera sur les fonts baptismaux une politique de les pesticides ambitieuse , réaliste et résolument moderne . 	304	372.1	 it 	 c'	 pleonastic_ref 	not_annotated_before
ep-09-01-12-014.xml	 The figures from the WHO are edifying : one million incidences of serious poisoning by pesticides , with some 220 000 deaths each year . It is this philosophy that consists in using chemicals for everything , in causing a cocktail effect and in taking a short - term view of agriculture that is today being called into question . A necessary change of direction is taking place which , tomorrow , if the compromise is of course accepted by our plenary , will formally bring an ambitious , realistic and resolutely modern pesticide policy into the world . __It__ is ambitious , because Europeans want , as we do , to get rid of dangerous products ; they also support a ban on aerial spraying and increased protection for public areas . It is realistic , because economic life cycles are respected , two - thirds of the substances placed on the market are safe and are therefore authorised for 10 years , on a renewable basis , and manufacturers have no legitimate cause for concern . 	 Les chiffres de l' OMS sont édifiants , un million d' empoisonnements graves par les pesticides avec quelque 220 000 décès chaque année . C' est cette philosophie de le tout chimique , de l' effet cocktail , d' une vision à court terme de l' agriculture qui est aujourd'hui remise en cause , un changement de cap nécessaire qui , demain , si le compromis est bien entendu accepté par notre plénière , portera sur les fonts baptismaux une politique de les pesticides ambitieuse , réaliste et résolument moderne . __Ambitieuse__ , parce que les Européens souhaitent comme nous se débarrasser de les produits dangereux , ils soutiennent aussi l' interdiction de la pulvérisation aérienne et une protection renforcée pour les zones publiques ; réaliste , parce que les cycles de vie économique sont respectés , les deux tiers de les substances mises sur le marché sont sûres et bénéficient donc de l' autorisation de 10 ans renouvelables , les industriels n' ont pas de motifs de légitime inquiétude . 	305	374.1	 it 	 ambitieuse	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 The figures from the WHO are edifying : one million incidences of serious poisoning by pesticides , with some 220 000 deaths each year . It is this philosophy that consists in using chemicals for everything , in causing a cocktail effect and in taking a short - term view of agriculture that is today being called into question . A necessary change of direction is taking place which , tomorrow , if the compromise is of course accepted by our plenary , will formally bring an ambitious , realistic and resolutely modern pesticide policy into the world . It is ambitious , because Europeans want , as we do , to get rid of dangerous products ; they also support a ban on aerial spraying and increased protection for public areas . __It__ is realistic , because economic life cycles are respected , two - thirds of the substances placed on the market are safe and are therefore authorised for 10 years , on a renewable basis , and manufacturers have no legitimate cause for concern . 	 Les chiffres de l' OMS sont édifiants , un million d' empoisonnements graves par les pesticides avec quelque 220 000 décès chaque année . C' est cette philosophie de le tout chimique , de l' effet cocktail , d' une vision à court terme de l' agriculture qui est aujourd'hui remise en cause , un changement de cap nécessaire qui , demain , si le compromis est bien entendu accepté par notre plénière , portera sur les fonts baptismaux une politique de les pesticides ambitieuse , réaliste et résolument moderne . __Ambitieuse__ , parce que les Européens souhaitent comme nous se débarrasser de les produits dangereux , ils soutiennent aussi l' interdiction de la pulvérisation aérienne et une protection renforcée pour les zones publiques ; réaliste , parce que les cycles de vie économique sont respectés , les deux tiers de les substances mises sur le marché sont sûres et bénéficient donc de l' autorisation de 10 ans renouvelables , les industriels n' ont pas de motifs de légitime inquiétude . 	305	375.1	 it 	 ambitieuse	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 Firstly , the provisions under discussion only concern two stages of the use of chemical products , namely their placement on the market and their subsequent use . As yet , no appropriate regulations exist concerning the removal of such substances from the market and their disposal . In my country , Poland , the disposal of plant protection products is a major issue . Significant financial support is a priority , rather than additional legal provisions . The local authorities on whose territory the dumps for substances of this type are located require financial aid to be able to dispose of them . Secondly , __it__ would be desirable if , pursuant to the principle of subsidiarity , the individual Member States had the final say concerning confirmation , restriction and denial of authorisation for the use of a chemical product on their market Thirdly , I would like to express the hope that the solutions adopted in Parliament will create a level playing field for all European farmers in relation to the use of plant protection products . I trust too , that illegal practices involving the trading and use of these products will be reduced to a minimum . 	 Premièrement , les dispositions dont nous discutons aujourd'hui ne concernent que deux étapes de l' utilisation de les produits chimiques , à savoir leur commercialisation et leur usage ultérieur . Il n' existe pour l' heure aucune réglementation adéquate concernant leur retrait de le marché et leur élimination . Dans mon pays , la Pologne , l' élimination de les produits phytopharmaceutiques est un problème majeur , qui requiert une aide financière importante plutôt que l' adoption de dispositions juridiques supplémentaires . Les autorités locales responsables de les territoires sur lesquels sont déversées les substances de ce genre ont besoin d' une aide financière pour pouvoir les éliminer . Deuxièmement , __il__ serait souhaitable que , conformément à le principe de subsidiarité , chaque État membre ait le dernier mot en ce qui concerne la confirmation , la restriction ou le retrait de l' autorisation accordée à l' utilisation d' un produit chimique sur leur marché . Troisièmement , j' espère que les solutions adoptées par le Parlement mettront tous les agriculteurs européens sur un même pied d' égalité en ce qui concerne l' utilisation de produits phytopharmaceutiques . J' espère aussi que les pratiques illégales relatives à la commercialisation et à l' utilisation de ces produits seront réduites à leur minimum . 	310	383.3	 it 	 il	 nominal_ref 	not_annotated_before
ep-09-01-12-014.xml	 Secondly , it would be desirable if , pursuant to the principle of subsidiarity , the individual Member States had the final say concerning confirmation , restriction and denial of authorisation for the use of a chemical product on their market Thirdly , I would like to express the hope that the solutions adopted in Parliament will create a level playing field for all European farmers in relation to the use of plant protection products . I trust too , that illegal practices involving the trading and use of these products will be reduced to a minimum . - ( FR ) Madam President , the report 's proposals are along the right lines , and I should like to commend the rapporteurs on them . Although __it__ is true , as the Commission says , that pesticides mainly concern the common agricultural policy , it is no less true that such a directive should aim to have the environment and public health as its main legal basis . 	 Deuxièmement , il serait souhaitable que , conformément à le principe de subsidiarité , chaque État membre ait le dernier mot en ce qui concerne la confirmation , la restriction ou le retrait de l' autorisation accordée à l' utilisation d' un produit chimique sur leur marché . Troisièmement , j' espère que les solutions adoptées par le Parlement mettront tous les agriculteurs européens sur un même pied d' égalité en ce qui concerne l' utilisation de produits phytopharmaceutiques . J' espère aussi que les pratiques illégales relatives à la commercialisation et à l' utilisation de ces produits seront réduites à leur minimum . Madame la Présidente , les propositions de le rapport vont dans le bon sens et j' en félicite les rapporteures . S' __il__ est vrai , comme la Commission le dit , que les pesticides concernent largement la politique agricole commune , il n' en demeure pas moins qu' une telle directive doit viser à avoir largement comme base juridique l' environnement et la santé publique . 	312	386.2	 it 	 il	 nominal_ref 	not_annotated_before
ep-09-01-12-014.xml	 Secondly , it would be desirable if , pursuant to the principle of subsidiarity , the individual Member States had the final say concerning confirmation , restriction and denial of authorisation for the use of a chemical product on their market Thirdly , I would like to express the hope that the solutions adopted in Parliament will create a level playing field for all European farmers in relation to the use of plant protection products . I trust too , that illegal practices involving the trading and use of these products will be reduced to a minimum . - ( FR ) Madam President , the report 's proposals are along the right lines , and I should like to commend the rapporteurs on them . Although it is true , as the Commission says , that pesticides mainly concern the common agricultural policy , __it__ is no less true that such a directive should aim to have the environment and public health as its main legal basis . 	 Deuxièmement , il serait souhaitable que , conformément à le principe de subsidiarité , chaque État membre ait le dernier mot en ce qui concerne la confirmation , la restriction ou le retrait de l' autorisation accordée à l' utilisation d' un produit chimique sur leur marché . Troisièmement , j' espère que les solutions adoptées par le Parlement mettront tous les agriculteurs européens sur un même pied d' égalité en ce qui concerne l' utilisation de produits phytopharmaceutiques . J' espère aussi que les pratiques illégales relatives à la commercialisation et à l' utilisation de ces produits seront réduites à leur minimum . Madame la Présidente , les propositions de le rapport vont dans le bon sens et j' en félicite les rapporteures . S' il est vrai , comme la Commission le dit , que les pesticides concernent largement la politique agricole commune , il n' en demeure pas moins qu' une telle directive doit viser à avoir largement comme base juridique l' environnement et la santé publique . 	312	386.20	 it 	 empty	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 This is a molecule that has polluted not only the land but also the surface waters , some groundwater areas and the marine waters of the coastal region , greatly damaging our economy . Who is giving thought to the current public health problems ? If __it__ is not too late , I would advise Parliament to study the case of Martinique , which France is very aware of . 	 Molécule qui a pollué non seulement les sols mais aussi les eaux de surface , certaines nappes phréatiques et la région côtière en eaux marines , à le grand dommage de notre économie . Et qui pense à les problèmes actuels de santé publique? S' __il__ n' est pas trop tard , je conseille à le Parlement l' étude de le cas de la Martinique , que la France connaît très bien . 	317	391.2	 it 	 il	 nominal_ref 	not_annotated_before
ep-09-01-12-014.xml	 Who is giving thought to the current public health problems ? If it is not too late , I would advise Parliament to study the case of Martinique , which France is very aware of . __It__ is crucial for this directive to bring about a significant reduction in the use of chemical pesticides , not least through the promotion of sustainable alternative solutions such as organic farming and biopesticides . 	 Et qui pense à les problèmes actuels de santé publique? S' il n' est pas trop tard , je conseille à le Parlement l' étude de le cas de la Martinique , que la France connaît très bien . __Il__ est indispensable que cette directive vise à réduire fortement l' utilisation de les pesticides chimiques , notamment par la promotion de solutions alternatives durables comme l' agriculture biologique et les biopesticides . 	318	392.1	 it 	 il	 nominal_ref 	not_annotated_before
ep-09-01-12-014.xml	 This will be a credit to Parliament . Lastly , let us not forget - and this has been pointed out many times - the ravages of pesticides on fauna , especially bees . __It__ is also important for Parliament to be vigilant concerning free - trade products , in particular agricultural products sourced from countries that are not rigorous in their use of pesticides . 	 Ce sera à l' honneur de le Parlement! Enfin , n' oublions pas - et on l' a rappelé beaucoup - les ravages de les pesticides sur la faune , notamment les abeilles . __Il__ faut aussi que le Parlement soit vigilant en ce qui concerne les produits de libre échange , en particulier les produits agricoles en provenance de pays qui ne sont pas rigoureux en matière d' utilisation de les pesticides . 	321	395.1	 it 	 il	 pleonastic_ref 	not_annotated_before
ep-09-01-12-014.xml	 Lastly , let us not forget - and this has been pointed out many times - the ravages of pesticides on fauna , especially bees . It is also important for Parliament to be vigilant concerning free - trade products , in particular agricultural products sourced from countries that are not rigorous in their use of pesticides . Madam President , what we have in common here is a desire to protect health , but we should remember that __it__ is the farmers who produce the good , fresh , nourishing food that is the basis of our health . 	 Enfin , n' oublions pas - et on l' a rappelé beaucoup - les ravages de les pesticides sur la faune , notamment les abeilles . Il faut aussi que le Parlement soit vigilant en ce qui concerne les produits de libre échange , en particulier les produits agricoles en provenance de pays qui ne sont pas rigoureux en matière d' utilisation de les pesticides . ( EN ) Madame la Présidente , notre point commun à tous , c' est notre volonté de préserver la santé de nos concitoyens . Nous devrions cependant garder à l' esprit que ce sont les agriculteurs qui produisent les aliments sains , frais et nourrissants qui sont à la base de notre santé . 	322	396.22	 it 	 empty	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 Which will be more damaging to bees and the environment : the continued responsible use of pesticides as practised by Irish farmers , or GM ? We are told pesticides might disrupt DNA . GM is based on disrupting DNA . __It__ is more necessary than ever that we start with a full impact assessment . 	 Qu' est -ce qui sera le plus néfaste pour les abeilles et pour l' environnement : le maintien de l' utilisation responsable de les pesticides , telle que pratiquée par les agriculteurs irlandais , ou les cultures transgéniques? On nous dit que les pesticides pourraient perturber l' ADN . Le génie génétique repose sur la perturbation de l' ADN . __Il__ est plus nécessaire que jamais d' entamer une évaluation d' impact exhaustive . 	329	405.1	 it 	 il	 nominal_ref 	not_annotated_before
ep-09-01-12-014.xml	 It is more necessary than ever that we start with a full impact assessment . - ( FR ) Madam President , ladies and gentlemen , in the wake of the trialogue between the Council , Parliament and the Commission , the text adopted on 18 December on the pesticide package seems to be well - balanced . Indeed __it__ takes account both of the interests of farmers and of the necessary protection of the environment , protected areas included . 	 Il est plus nécessaire que jamais d' entamer une évaluation d' impact exhaustive . Madame la Présidente , chers collègues , à la suite de le trilogue entre le Conseil , le Parlement et la Commission , le texte adopté le 18 décembre sur le paquet pesticides semble bien équilibré . En effet , il prend en compte à la fois les intérêts de les agriculteurs et la nécessaire protection de l' environnement , y compris de les zones protégées . 	331	407.2	 it 	 empty	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 - ( FR ) Madam President , ladies and gentlemen , in the wake of the trialogue between the Council , Parliament and the Commission , the text adopted on 18 December on the pesticide package seems to be well - balanced . Indeed it takes account both of the interests of farmers and of the necessary protection of the environment , protected areas included . Having followed this matter closely , I am pleased with the result obtained , as __it__ will allow farmers to pursue their economic activity without being penalised by the total elimination of pesticides and plant protection products , which will be strictly controlled . 	 Madame la Présidente , chers collègues , à la suite de le trilogue entre le Conseil , le Parlement et la Commission , le texte adopté le 18 décembre sur le paquet pesticides semble bien équilibré . En effet , il prend en compte à la fois les intérêts de les agriculteurs et la nécessaire protection de l' environnement , y compris de les zones protégées . Ayant suivi ce dossier de près , je __me__ félicite de le résultat obtenu , qui permettra à les agriculteurs de poursuivre leur activité économique sans être pénalisés par l' élimination complète de les pesticides et de les produits phytosanitaires , qui seront strictement encadrés . 	332	408.16	 it 	 me	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 Fortunately the Council and Parliament have found an extremely useful area of agreement in this period of uncertainty , which has been made worse by the CAP 's closing balance sheet and by the threats hanging over the agricultural budget . To conclude , we will always stand by farmers in defending their tool of work and their irreplaceable role in society , which consists first and foremost in feeding their fellow men and then in preserving the countryside and in developing the land to everyone 's satisfaction . In the face of the irresponsible pressure exerted by ecologists , __it__ is comforting that common sense has prevailed . 	 Le Conseil et le Parlement européen ont trouvé heureusement un terrain d' entente fort utile en cette période d' incertitudes aggravées par le bilan de sortie de la PAC et les menaces qui pèsent sur le budget agricole . Enfin , nous serons toujours avec les agriculteurs pour défendre leur outil de travail et leur rôle irremplaçable dans la société , qui est d' abord de nourrir leurs semblables et ensuite , de préserver le paysage et d' aménager le territoire à la satisfaction de tous . Face à la pression irresponsable de les écologistes , il est réconfortant que le bon sens l' ait emporté . 	336	412.12	 it 	 empty	 unknown_ref 	not_annotated_before
ep-09-01-12-014.xml	 For this reason , the proposals for implementing integrated pesticide management , the use of alternative substances and risk management will help yield suitable agricultural products which take into account the environment and public health safety , thereby reducing dependency on plant protection products . At the same time , the large number of pests on Romania 's agricultural lands means that we have to use treatments sprayed from airplanes . However , once the directive comes into force , these spray treatments will only be applied when there are no viable alternative solutions to combating the pests , in order to provide the environment with an adequate level of protection . I am pleased with the compromise result , which has received the backing of the majority of political groups . __It__ will also ensure a balance between the availability of plant protection products and , by implication , a sufficient quantity of food products , as well as help maintain European farmers ' competitiveness and increase the level of protection for the environment and health . 	 C' est pourquoi les propositions visant à mettre en œuvre une gestion intégrée de les pesticides , l' utilisation de substances alternatives et une gestion de les risques favoriseront la production de produits agricoles adéquats , tenant compte de l' environnement et de la sécurité de la santé publique et réduisant ainsi la dépendance vis-à-vis de les produits phytopharmaceutiques . Dans le même temps , le grand nombre de ravageurs menaçant les terres agricoles roumaines fait que nous sommes obligés de pulvériser les traitements par avion . Cependant , lorsque la directive sera entrée en vigueur , ces pulvérisations ne seront appliquées que lorsqu' il n' existe aucune alternative viable pour lutter contre les ravageurs , afin d' assurer un niveau de protection suffisant à l' environnement . Je suis satisfaite de le résultat de ce compromis , qui a reçu le soutien de la majorité de les groupes politiques . Il permettra en effet de trouver un équilibre garantissant à la fois la disponibilité de produits phytopharmaceutiques et , implicitement , d' une quantité suffisante de produits alimentaires , le maintien de la compétitivité de les agriculteurs européens et le renforcement de le niveau de protection de l' environnement et de la santé . 	343	438.1	 it 	 empty	 unknown_ref 	not_annotated_before
