doc;sent_text;sent_id;position;pron;automatic_an;manual_an;fr_trad;automatic_impro_align
ep-09-01-12-014.xml ; We should , in fact , be concerned with general interests . Consumers should be able to eat foods uncontaminated by residues , citizens should be able to enjoy an environment unspoilt by these pesticides , and farmers should be able to work safely and towards a new quality of product . There is an excessive use of chemicals in agriculture that damages all these things - our food , the environment and farmers are all forced to pay a high price for this industrial produce . The abuse of chemicals is linked to an old model of agriculture , where value is placed on quantity rather than quality and where produce becomes disconnected from the land , the seasons and the workers . It is a costly model for everyone , a harmful model also , because of the impact __it__ has on the greenhouse effect . ;175; 213.18 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; The legislation we are adopting is thus part of a movement to establish a more modern , healthier model of quality agriculture that meets the needs of citizens and the environment , with a greater commitment to labour and generating greater income . I have to report that our efforts have borne fruit , thanks to the perseverance of both the rapporteurs and all the experts who worked together with their counterparts in the Council . The objective of reducing pesticide use , and not only the dangers associated with __it__ , has been added to the list of commitments to be met under the respective national plans only . This chiefly concerns high - risk substances . ;178; 216.15 ; it ; unknown_ref ;nominal_ref; qui;unknown_ref
ep-09-01-12-014.xml ; Aerial spraying is virtually prohibited and - where there are no viable alternatives - local people must be notified in advance of the composition , times , intensity and schedule of the spraying . Progress has thus been made with regard to rights to information too , and access to data via the Internet . We did want the regulation to abandon the idea of three rigid zones , but the Council did not agree , and so __it__ has been retained . ;182; 221.24 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ;" The outcome is nonetheless significant ; these are measures that will be adopted to fight the contraband in illegal , counterfeit and dangerous substances , as well as others . We are taking a real step forward and I hope that the parliamentary vote will not come to blows ! on behalf of the IND / DEM Group . - ( NL ) Madam President , the debate about the sustainable use of plant protection products and their admission on the market is a particularly complex one . __it__ is difficult to strike a balance between good and bad . ";185; 225.1 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; I should like to offer my sincere thanks to both rapporteurs for the cooperation and efforts in achieving this result . Madam President , I have been deluged with messages from growers from all over the south - east of England who regard this proposal as near catastrophic . __it__ will result , they tell me , in smaller crops and in higher prices , and it will open the way for importers who do not have the same criteria imposed upon them . ;195; 236.1 ; it ; unknown_ref ;nominal_ref; baisse;unknown_ref
ep-09-01-12-014.xml ; I should like to offer my sincere thanks to both rapporteurs for the cooperation and efforts in achieving this result . Madam President , I have been deluged with messages from growers from all over the south - east of England who regard this proposal as near catastrophic . It will result , they tell me , in smaller crops and in higher prices , and __it__ will open the way for importers who do not have the same criteria imposed upon them . ;195; 236.18 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; What is important are the options , not quantity . And you seem to have ignored the benefits of crop rotation . You have no right to destroy one of the few sectors of British agriculture still thriving just to appease Danish disinclination to process drinking water from the ground . ( NL ) Madam President , ladies and gentlemen , our rapporteurs have worked very hard on an agreement that deserves our support , primarily because __it__ seeks to achieve ambitious environmental and health objectives but also because it remains agriculturally - economically rational , which means it has an eye for both the certainty of food supply and the viability of farming in the Union . ;204; 246.27 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; What is important are the options , not quantity . And you seem to have ignored the benefits of crop rotation . You have no right to destroy one of the few sectors of British agriculture still thriving just to appease Danish disinclination to process drinking water from the ground . ( NL ) Madam President , ladies and gentlemen , our rapporteurs have worked very hard on an agreement that deserves our support , primarily because it seeks to achieve ambitious environmental and health objectives but also because __it__ remains agriculturally - economically rational , which means it has an eye for both the certainty of food supply and the viability of farming in the Union . ;204; 246.39 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; What is important are the options , not quantity . And you seem to have ignored the benefits of crop rotation . You have no right to destroy one of the few sectors of British agriculture still thriving just to appease Danish disinclination to process drinking water from the ground . ( NL ) Madam President , ladies and gentlemen , our rapporteurs have worked very hard on an agreement that deserves our support , primarily because it seeks to achieve ambitious environmental and health objectives but also because it remains agriculturally - economically rational , which means __it__ has an eye for both the certainty of food supply and the viability of farming in the Union . ;204; 246.48 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; ( NL ) Madam President , ladies and gentlemen , our rapporteurs have worked very hard on an agreement that deserves our support , primarily because it seeks to achieve ambitious environmental and health objectives but also because it remains agriculturally - economically rational , which means it has an eye for both the certainty of food supply and the viability of farming in the Union . As ever , a compromise is about give and take . I still find __it__ difficult to live with the cut - off criteria because I would have preferred to have seen a selection on the basis of a scientifically underpinned risk analysis , although I have to admit that the derogation option keeps things workable . ;206; 248.4 ; it ; pleonastic_ref ;pleonastic_ref; sceptique;pleonastic_ref
ep-09-01-12-014.xml ; On the positive side , I would mainly like to highlight the following points . First of all , Member States have a margin when they determine the volume reduction goals . Secondly , the Union has been divided up into three zones where admissions are mutually recognised , which brings us closer to a unified market with less red tape and earlier availability of better plant protection products . Thirdly , I welcome the fact that Member States have sufficient flexibility to determine how buffer zones around watercourses are handled . Finally , what is also to be applauded is that Member States can take measures to make __it__ easier to use plant protection products for minor crops . ;209; 253.18 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; - ( FR ) Madam President , Commissioners , firstly I should like to thank the rapporteurs . We are conscious today that , although plant protection products have enabled a significant increase in agricultural production , in some instances they also have a very negative impact on health and the environment . That is why , aside from the legislation that will be put in place , there is also an urgent need for an epidemiological register making __it__ possible to measure the impact caused by the use of various pesticides according to the way in which professionals and their families , and , of course , consumers , are exposed to them . ;215; 259.27 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; That is why , aside from the legislation that will be put in place , there is also an urgent need for an epidemiological register making it possible to measure the impact caused by the use of various pesticides according to the way in which professionals and their families , and , of course , consumers , are exposed to them . In certain regions a particularly rapid increase in various types of cancer has actually been observed . Children of users and , in particular , of farmers , are also affected . Aside from this crucial issue of people 's health , __it__ is also the impact on the environment that should be measured . ;217; 262.11 ; it ; unknown_ref ;pleonastic_ref; santé;unknown_ref
ep-09-01-12-014.xml ;" Today we are also seeing an increase in soil erosion , which could jeopardise the agricultural use of many areas of land across the European Union in the decades to come . The fertility of this land is greatly diminishing . The European Union is reacting to confront these risks ; that is good , but __it__ should also support farmers in a move to reduce , if not eliminate , harmful pesticides . ";223; 268.16 ; it ; unknown_ref ;nominal_ref; doit;nominal_ref
ep-09-01-12-014.xml ; - ( PL ) Madam President , pesticides are harmful to the environment and to animals . I should like to point out that the conditions in which old pesticides are stored in many countries are such that the products represent a danger to the environment and to human beings . __it__ will be impossible for poor countries to deal with this matter without Union aid . ;229; 280.1 ; it ; unknown_ref ;pleonastic_ref; ces;unknown_ref
ep-09-01-12-014.xml ; Crucial in this matter is , as before , the protection of public health against carcinogenic substances that can bring about changes in DNA , affect fertility or upset hormones . The compromises that are before us on this subject are honourable , with due consideration for the farming world . __it__ has even been agreed that if a specific farming sector is at risk of running into difficulty , a separate plan may be drawn up to give that sector more time . ;246; 298.1 ; it ; nominal_ref ;pleonastic_ref; il;nominal_ref
ep-09-01-12-014.xml ; Madam President , there are plenty of examples of sound EU environmental polices which improve the lives of citizens across the Union and there are , of course , also many examples where unnecessarily bureaucratic measures come from the EU and restrict the potential to sustain our rural economy and way of life . Unfortunately , I believe this pesticide package may fall into the latter category . In raising my concerns on these measures , I want to make __it__ clear that I do not have industry in mind but rather the farming community - farmers who , I will remind the previous speakers , have as much concern with human health as any other citizen and who bear no malicious intent in that regard . ;250; 302.13 ; it ; unknown_ref ;pleonastic_ref; mesures;unknown_ref
ep-09-01-12-014.xml ; This package lacks the sufficient scientific rigour which is needed both to defend our health and our economy . The lack of a thorough impact assessment , taking into account effects on our environment , health , economy and the sustainability of our rural communities , is testament to this failure to apply sufficient rigour . __it__ is my fear that the package will have the opposite effect of the progressive intentions behind it . ;253; 305.1 ; it ; pleonastic_ref ;pleonastic_ref; je;pleonastic_ref
ep-09-01-12-014.xml ; This package lacks the sufficient scientific rigour which is needed both to defend our health and our economy . The lack of a thorough impact assessment , taking into account effects on our environment , health , economy and the sustainability of our rural communities , is testament to this failure to apply sufficient rigour . It is my fear that the package will have the opposite effect of the progressive intentions behind __it__ . ;253; 305.18 ; it ; nominal_ref ;nominal_ref; l';nominal_ref
ep-09-01-12-014.xml ; I have listened intently to the arguments made unanimously by farmers in Ireland , and I believe that they are right to be concerned with this package and that the long - term interests of our citizens and of the rural communities are not protected in these measures . The trialogue position does represent an improvement on the proposal but more needs to be done on the Regulation by way of amendment to meet these real concerns . __it__ writing . __it__ ( SV ) Madam President , __it__ is rare for a committed eurosceptic like me to be able to commend a proposal and recommend that the House votes in favour . ;257; 309.1 ; it ; pleonastic_ref ;pleonastic_ref; écrit;pleonastic_ref
ep-09-01-12-014.xml ; Nevertheless , the proposals tend normally to be unreasonably bureaucratic - not so in this case . This proposal avoids unnecessary bureaucracy . Our rapporteur is on the right track . This report proposes strict and tighter controls . The use of poisons such as alcohol and tobacco must be an individual decision . Collectively , __it__ must be possible for us to be protected against toxicity . ;261; 316.3 ; it ; pleonastic_ref ;pleonastic_ref; l';pleonastic_ref
ep-09-01-12-014.xml ; The proposal offers flexibility , mutual recognition , division into zones and the national right to prohibit pesticides over and above those included here , which is absolutely excellent . Pesticides that have already been approved are not being withdrawn . I do , in fact , have reservations about that . We should be very strict when __it__ comes to poisons of this kind . ;265; 321.7 ; it ; unknown_ref ;pleonastic_ref; ce;unknown_ref
ep-09-01-12-014.xml ; We should be very strict when it comes to poisons of this kind . I would like to remind you of what our fellow Member , Mr Mote , said about there being a risk of citizens buying products from other countries once we introduce stricter rules in the EU . I do not believe that that will happen . __it__ is important for it to be stated that a product comes from the EU Member States . People will then choose to buy such a product in particular . ;267; 324.1 ; it ; pleonastic_ref ;pleonastic_ref; il;pleonastic_ref
ep-09-01-12-014.xml ; We should be very strict when it comes to poisons of this kind . I would like to remind you of what our fellow Member , Mr Mote , said about there being a risk of citizens buying products from other countries once we introduce stricter rules in the EU . I do not believe that that will happen . It is important for __it__ to be stated that a product comes from the EU Member States . People will then choose to buy such a product in particular . ;267; 324.5 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; I therefore recommend that the House vote in favour of this excellent compromise . - ( FR ) Madam President , I should of course like to congratulate our rapporteurs , then to commend the agreement that has been reached thanks to the remarkable work that they have accomplished with the help of the European Commission and of the Council . We have here in fact what seems to me to be a particularly important agreement because __it__ is a balanced agreement that takes account of everyone 's interests , that is to say , it takes account of the protection of consumers ' health - these consumers who become anxious as soon as pesticides are mentioned , who become concerned when they hear that pesticide residues contaminate fruit , vegetables and cereals . ;270; 328.17 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; I therefore recommend that the House vote in favour of this excellent compromise . - ( FR ) Madam President , I should of course like to congratulate our rapporteurs , then to commend the agreement that has been reached thanks to the remarkable work that they have accomplished with the help of the European Commission and of the Council . We have here in fact what seems to me to be a particularly important agreement because it is a balanced agreement that takes account of everyone 's interests , that is to say , __it__ takes account of the protection of consumers ' health - these consumers who become anxious as soon as pesticides are mentioned , who become concerned when they hear that pesticide residues contaminate fruit , vegetables and cereals . ;270; 328.35 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; The chemical industry , which agriculture needs , also has a duty to evolve and to find alternative solutions . With this text , there can no longer be any confusion between the concepts of danger and of risk . Pesticides are obviously dangerous , but __it__ is their methods of use that determine whether they pose a risk to professionals , consumers and the environment . ;275; 334.7 ; it ; unknown_ref ;pleonastic_ref; d';unknown_ref
ep-09-01-12-014.xml ; With this text , there can no longer be any confusion between the concepts of danger and of risk . Pesticides are obviously dangerous , but it is their methods of use that determine whether they pose a risk to professionals , consumers and the environment . __it__ is therefore important to ensure that professionals receive proper training , that the general public is given information and that a kind of school of best practice is introduced . ;276; 335.1 ; it ; pleonastic_ref ;pleonastic_ref; il;pleonastic_ref
ep-09-01-12-014.xml ; Madam President , I do not know what is going on , but I am reminded of Vladimir Ilyich Lenin , one of whose most famous quotes is 'worse is better '. As I enter the last six months of my tenure in this place , I can see that is just what is happening . Worse is better ! __it__ is better from my point of view , because the sooner people realise just how damaging the EU is to their incomes , their livelihoods and food production , then we will be better off out - and that is what I stand for . ;280; 341.1 ; it ; unknown_ref ;pleonastic_ref; c';unknown_ref
ep-09-01-12-014.xml ;" As I enter the last six months of my tenure in this place , I can see that is just what is happening . Worse is better ! It is better from my point of view , because the sooner people realise just how damaging the EU is to their incomes , their livelihoods and food production , then we will be better off out - and that is what I stand for . This report takes no cognisance of hazard or risk ; __it__ can not identify between the two of them . ";281; 342.11 ; it ; unknown_ref ;nominal_ref; rapport;unknown_ref
ep-09-01-12-014.xml ;" It is better from my point of view , because the sooner people realise just how damaging the EU is to their incomes , their livelihoods and food production , then we will be better off out - and that is what I stand for . This report takes no cognisance of hazard or risk ; it can not identify between the two of them . Let me tell you now . __it__ is icy out there - that is a hazard . ";282; 344.1 ; it ; unknown_ref ;pleonastic_ref; laissez;unknown_ref
ep-09-01-12-014.xml ; There is a risk I will fall over when I walk home . You can legislate for neither of them . __it__ will damage food production . It will put farmers out of business . ;285; 347.1 ; it ; nominal_ref ;nominal_ref; le;nominal_ref
ep-09-01-12-014.xml ; There is a risk I will fall over when I walk home . You can legislate for neither of them . It will damage food production . __it__ will put farmers out of business . ;285; 348.1 ; it ; nominal_ref ;nominal_ref; le;nominal_ref
ep-09-01-12-014.xml ; You can legislate for neither of them . It will damage food production . It will put farmers out of business . __it__ will make food prices higher , particularly in the UK . I will be voting against this because worse is better and , when the message gets out , we in Britain will leave the EU . ;286; 349.1 ; it ; nominal_ref ;nominal_ref; il;nominal_ref
ep-09-01-12-014.xml ; The compromise that has been reached is , to my mind , a step in the direction of more sustainable farming , and this is desperately needed . Needless to say , pesticides play a key role in preventing diseases and plagues of pests , but chemical pesticides also pollute the environment and can be harmful to health . This is why __it__ is important to narrow the chasm between regular and organic farming in a responsible manner . That is precisely what this legislation does , and it does so mainly via three measures that are important in this regard . ;290; 354.4 ; it ; pleonastic_ref ;pleonastic_ref; est;pleonastic_ref
ep-09-01-12-014.xml ; The compromise that has been reached is , to my mind , a step in the direction of more sustainable farming , and this is desperately needed . Needless to say , pesticides play a key role in preventing diseases and plagues of pests , but chemical pesticides also pollute the environment and can be harmful to health . This is why it is important to narrow the chasm between regular and organic farming in a responsible manner . That is precisely what this legislation does , and __it__ does so mainly via three measures that are important in this regard . ;290; 355.10 ; it ; unknown_ref ;nominal_ref; qui;unknown_ref
ep-09-01-12-014.xml ; First of all , some of the most dangerous chemical pesticides are being banned . Exceptions are allowed where no alternatives are yet available . The cultivation of tulips is not at risk , therefore , but __it__ would not do it any harm if the level of toxins dropped slightly . ;293; 358.13 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; First of all , some of the most dangerous chemical pesticides are being banned . Exceptions are allowed where no alternatives are yet available . The cultivation of tulips is not at risk , therefore , but it would not do __it__ any harm if the level of toxins dropped slightly . ;293; 358.17 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; The use of chemical pesticides is being reduced everywhere , but particularly in sensitive areas , such as close to schools . That , too , is important . These are all measures that benefit the environment and public health . If __it__ was up to me , I would have banned the neurotoxic substances at the same time , as these can influence the functioning of the human nervous system and so should not be sprayed on agricultural crops . ;300; 367.2 ; it ; event_ref ;event_ref; cela;event_ref
ep-09-01-12-014.xml ; These are all measures that benefit the environment and public health . If it was up to me , I would have banned the neurotoxic substances at the same time , as these can influence the functioning of the human nervous system and so should not be sprayed on agricultural crops . - ( FR ) Madam President , the people of Europe should be pleased today with the very sound agreement reached by the Commission , the Council and , of course , our rapporteurs , on this issue of pesticides , and , going by what I have heard in this debate , __it__ has been reached in a climate of very intense and particularly effective lobbying in the United Kingdom and in Ireland . ;301; 368.54 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; If it was up to me , I would have banned the neurotoxic substances at the same time , as these can influence the functioning of the human nervous system and so should not be sprayed on agricultural crops . - ( FR ) Madam President , the people of Europe should be pleased today with the very sound agreement reached by the Commission , the Council and , of course , our rapporteurs , on this issue of pesticides , and , going by what I have heard in this debate , it has been reached in a climate of very intense and particularly effective lobbying in the United Kingdom and in Ireland . __it__ is a legislative package , then , that reconciles health and the environment with competitiveness and innovation , instead of pitting them against one another , as is all too often the case . ;302; 369.1 ; it ; unknown_ref ;nominal_ref; un;unknown_ref
ep-09-01-12-014.xml ; - ( FR ) Madam President , the people of Europe should be pleased today with the very sound agreement reached by the Commission , the Council and , of course , our rapporteurs , on this issue of pesticides , and , going by what I have heard in this debate , it has been reached in a climate of very intense and particularly effective lobbying in the United Kingdom and in Ireland . It is a legislative package , then , that reconciles health and the environment with competitiveness and innovation , instead of pitting them against one another , as is all too often the case . __it__ is important to bear in mind that , although the some 800 chemical molecules concerned undeniably play a role in protecting crops against pests , there are many people today who are against exposing populations to avoidable health risks , and I am specifically thinking , of course , of farmers , who are more exposed than others to certain harmful substances , CMRs and endocrine disrupters . ;303; 370.1 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; It is important to bear in mind that , although the some 800 chemical molecules concerned undeniably play a role in protecting crops against pests , there are many people today who are against exposing populations to avoidable health risks , and I am specifically thinking , of course , of farmers , who are more exposed than others to certain harmful substances , CMRs and endocrine disrupters . The figures from the WHO are edifying : one million incidences of serious poisoning by pesticides , with some 220 000 deaths each year . __it__ is this philosophy that consists in using chemicals for everything , in causing a cocktail effect and in taking a short - term view of agriculture that is today being called into question . A necessary change of direction is taking place which , tomorrow , if the compromise is of course accepted by our plenary , will formally bring an ambitious , realistic and resolutely modern pesticide policy into the world . ;305; 372.1 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ;" The figures from the WHO are edifying : one million incidences of serious poisoning by pesticides , with some 220 000 deaths each year . It is this philosophy that consists in using chemicals for everything , in causing a cocktail effect and in taking a short - term view of agriculture that is today being called into question . A necessary change of direction is taking place which , tomorrow , if the compromise is of course accepted by our plenary , will formally bring an ambitious , realistic and resolutely modern pesticide policy into the world . __it__ is ambitious , because Europeans want , as we do , to get rid of dangerous products ; they also support a ban on aerial spraying and increased protection for public areas . It is realistic , because economic life cycles are respected , two - thirds of the substances placed on the market are safe and are therefore authorised for 10 years , on a renewable basis , and manufacturers have no legitimate cause for concern . ";306; 374.1 ; it ; unknown_ref ;nominal_ref; les;unknown_ref
ep-09-01-12-014.xml ;" The figures from the WHO are edifying : one million incidences of serious poisoning by pesticides , with some 220 000 deaths each year . It is this philosophy that consists in using chemicals for everything , in causing a cocktail effect and in taking a short - term view of agriculture that is today being called into question . A necessary change of direction is taking place which , tomorrow , if the compromise is of course accepted by our plenary , will formally bring an ambitious , realistic and resolutely modern pesticide policy into the world . It is ambitious , because Europeans want , as we do , to get rid of dangerous products ; they also support a ban on aerial spraying and increased protection for public areas . __it__ is realistic , because economic life cycles are respected , two - thirds of the substances placed on the market are safe and are therefore authorised for 10 years , on a renewable basis , and manufacturers have no legitimate cause for concern . ";306; 375.1 ; it ; unknown_ref ;nominal_ref; les;unknown_ref
ep-09-01-12-014.xml ; Firstly , the provisions under discussion only concern two stages of the use of chemical products , namely their placement on the market and their subsequent use . As yet , no appropriate regulations exist concerning the removal of such substances from the market and their disposal . In my country , Poland , the disposal of plant protection products is a major issue . Significant financial support is a priority , rather than additional legal provisions . The local authorities on whose territory the dumps for substances of this type are located require financial aid to be able to dispose of them . Secondly , __it__ would be desirable if , pursuant to the principle of subsidiarity , the individual Member States had the final say concerning confirmation , restriction and denial of authorisation for the use of a chemical product on their market Thirdly , I would like to express the hope that the solutions adopted in Parliament will create a level playing field for all European farmers in relation to the use of plant protection products . I trust too , that illegal practices involving the trading and use of these products will be reduced to a minimum . ;311; 383.3 ; it ; unknown_ref ;pleonastic_ref; serait;nominal_ref
ep-09-01-12-014.xml ; Secondly , it would be desirable if , pursuant to the principle of subsidiarity , the individual Member States had the final say concerning confirmation , restriction and denial of authorisation for the use of a chemical product on their market Thirdly , I would like to express the hope that the solutions adopted in Parliament will create a level playing field for all European farmers in relation to the use of plant protection products . I trust too , that illegal practices involving the trading and use of these products will be reduced to a minimum . - ( FR ) Madam President , the report 's proposals are along the right lines , and I should like to commend the rapporteurs on them . Although __it__ is true , as the Commission says , that pesticides mainly concern the common agricultural policy , it is no less true that such a directive should aim to have the environment and public health as its main legal basis . ;313; 386.2 ; it ; unknown_ref ;pleonastic_ref; est;nominal_ref
ep-09-01-12-014.xml ; Secondly , it would be desirable if , pursuant to the principle of subsidiarity , the individual Member States had the final say concerning confirmation , restriction and denial of authorisation for the use of a chemical product on their market Thirdly , I would like to express the hope that the solutions adopted in Parliament will create a level playing field for all European farmers in relation to the use of plant protection products . I trust too , that illegal practices involving the trading and use of these products will be reduced to a minimum . - ( FR ) Madam President , the report 's proposals are along the right lines , and I should like to commend the rapporteurs on them . Although it is true , as the Commission says , that pesticides mainly concern the common agricultural policy , __it__ is no less true that such a directive should aim to have the environment and public health as its main legal basis . ;313; 386.20 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; This is a molecule that has polluted not only the land but also the surface waters , some groundwater areas and the marine waters of the coastal region , greatly damaging our economy . Who is giving thought to the current public health problems ? If __it__ is not too late , I would advise Parliament to study the case of Martinique , which France is very aware of . ;318; 391.2 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; Who is giving thought to the current public health problems ? If it is not too late , I would advise Parliament to study the case of Martinique , which France is very aware of . __it__ is crucial for this directive to bring about a significant reduction in the use of chemical pesticides , not least through the promotion of sustainable alternative solutions such as organic farming and biopesticides . ;319; 392.1 ; it ; unknown_ref ;pleonastic_ref; cette;unknown_ref
ep-09-01-12-014.xml ; This will be a credit to Parliament . Lastly , let us not forget - and this has been pointed out many times - the ravages of pesticides on fauna , especially bees . __it__ is also important for Parliament to be vigilant concerning free - trade products , in particular agricultural products sourced from countries that are not rigorous in their use of pesticides . ;322; 395.1 ; it ; pleonastic_ref ;pleonastic_ref; il;pleonastic_ref
ep-09-01-12-014.xml ; Lastly , let us not forget - and this has been pointed out many times - the ravages of pesticides on fauna , especially bees . It is also important for Parliament to be vigilant concerning free - trade products , in particular agricultural products sourced from countries that are not rigorous in their use of pesticides . Madam President , what we have in common here is a desire to protect health , but we should remember that __it__ is the farmers who produce the good , fresh , nourishing food that is the basis of our health . ;323; 396.22 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; Which will be more damaging to bees and the environment : the continued responsible use of pesticides as practised by Irish farmers , or GM ? We are told pesticides might disrupt DNA . GM is based on disrupting DNA . __it__ is more necessary than ever that we start with a full impact assessment . ;330; 405.1 ; it ; nominal_ref ;pleonastic_ref; il;nominal_ref
ep-09-01-12-014.xml ; It is more necessary than ever that we start with a full impact assessment . - ( FR ) Madam President , ladies and gentlemen , in the wake of the trialogue between the Council , Parliament and the Commission , the text adopted on 18 December on the pesticide package seems to be well - balanced . Indeed __it__ takes account both of the interests of farmers and of the necessary protection of the environment , protected areas included . ;332; 407.2 ; it ; unknown_ref ;nominal_ref; effet;nominal_ref
ep-09-01-12-014.xml ; - ( FR ) Madam President , ladies and gentlemen , in the wake of the trialogue between the Council , Parliament and the Commission , the text adopted on 18 December on the pesticide package seems to be well - balanced . Indeed it takes account both of the interests of farmers and of the necessary protection of the environment , protected areas included . Having followed this matter closely , I am pleased with the result obtained , as __it__ will allow farmers to pursue their economic activity without being penalised by the total elimination of pesticides and plant protection products , which will be strictly controlled . ;333; 408.16 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; Fortunately the Council and Parliament have found an extremely useful area of agreement in this period of uncertainty , which has been made worse by the CAP 's closing balance sheet and by the threats hanging over the agricultural budget . To conclude , we will always stand by farmers in defending their tool of work and their irreplaceable role in society , which consists first and foremost in feeding their fellow men and then in preserving the countryside and in developing the land to everyone 's satisfaction . In the face of the irresponsible pressure exerted by ecologists , __it__ is comforting that common sense has prevailed . ;337; 412.12 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; For this reason , the proposals for implementing integrated pesticide management , the use of alternative substances and risk management will help yield suitable agricultural products which take into account the environment and public health safety , thereby reducing dependency on plant protection products . At the same time , the large number of pests on Romania 's agricultural lands means that we have to use treatments sprayed from airplanes . However , once the directive comes into force , these spray treatments will only be applied when there are no viable alternative solutions to combating the pests , in order to provide the environment with an adequate level of protection . I am pleased with the compromise result , which has received the backing of the majority of political groups . __it__ will also ensure a balance between the availability of plant protection products and , by implication , a sufficient quantity of food products , as well as help maintain European farmers ' competitiveness and increase the level of protection for the environment and health . ;344; 438.1 ; it ; unknown_ref ;nominal_ref; je;unknown_ref
ep-09-01-12-014.xml ; - ( PL ) Madam President , our work on a further series of tasks aimed at regulating issues important for human health within the European Union is drawing to a close . I believe that the compromises we hope to agree on are sound . They should ensure that the restrictions introduced will promote health without threatening the development of European agriculture . __it__ is important to bear in mind , however , that all such changes aimed at tightening up safety conditions in agriculture result in significant cost increases . The latter have to be borne by our farmers , who are simultaneously being required to improve their competitiveness on global markets . Our farmers will have to pay more for safer pesticides . I shall reiterate what I have said in the House on many previous occasions . By all means let us introduce high standards for our farmers and food producers . Let us also , however , impose those same standards on importers of food from outside the Union , otherwise our efforts to raise standards will prove counterproductive . ;347; 453.1 ; it ; unknown_ref ;pleonastic_ref; empty;unknown_ref
ep-09-01-12-014.xml ; Madam President , I do not accept that we have yet got a balanced package on this matter . For me this debate highlights two follies : first the abject folly of the EU , without pausing for even an impact assessment , dashing down the road of banning multiple plant protection products , not caring that there are no substitutes and that indigenous food production will drastically suffer , particularly in the cereal and vegetable sector , and thereby forcing ever -increasing dependence upon imports from countries who care nothing about these things . Madam President , I have heard much talk in this debate about science , but what sort of science is __it__ that does not subject itself to proper impact assessment ? ;350; 461.21 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
ep-09-01-12-014.xml ; Madam President , I have heard much talk in this debate about science , but what sort of science is it that does not subject itself to proper impact assessment ? The second folly is that of my country in particular , which is perhaps the most affected by these proposals , having subjected itself to qualified majority voting in the Council on these matters to the point where we are now probably going to be impotent to resist them . __it__ is due to the idiocy of subjecting ourselves to qualified majority voting that we find ourselves in this position , and yet some under Lisbon would say we should hand over more and more subjects to that category . ;352; 463.1 ; it ; unknown_ref ;pleonastic_ref; c';unknown_ref
ep-09-01-12-014.xml ; The second folly is that of my country in particular , which is perhaps the most affected by these proposals , having subjected itself to qualified majority voting in the Council on these matters to the point where we are now probably going to be impotent to resist them . It is due to the idiocy of subjecting ourselves to qualified majority voting that we find ourselves in this position , and yet some under Lisbon would say we should hand over more and more subjects to that category . ( DE ) Madam President , this is a balanced compromise and therefore I will support __it__ . ;353; 464.17 ; it ; unknown_ref ;nominal_ref; madame;unknown_ref
ep-09-01-12-014.xml ; ( DE ) Madam President , this is a balanced compromise and therefore I will support it . I would also like to say thank you , at this point , to all those involved . The dossier was , as we are hearing in this debate , created with a great deal of emotion , but nevertheless __it__ succeeded in reconciling the different protection aims which we are pursuing with this legislation . ;355; 466.23 ; it ; unknown_ref ;nominal_ref; empty;unknown_ref
